fs_method	integration_method	MeanDatasetRank	MeanScore	NDatasets	GlobalRank	Scenario
seurat_vst	cellcharter	6.0	0.708121854375711	5	1.0	labelled_datasets_only
seurat_vst	scvi	10.6	0.6579697246765319	5	3.5	labelled_datasets_only
singleCellHaystack	cellcharter	9.4	0.7032602300226986	5	5.0	labelled_datasets_only
singleCellHaystack	scvi	12.2	0.6188412337970066	5	8.5	labelled_datasets_only
somde	cellcharter	13.4	0.6961149629728915	5	11.0	labelled_datasets_only
somde	scvi	12.2	0.6297585721764472	5	8.5	labelled_datasets_only
sparkx	cellcharter	21.2	0.6823806908546075	5	26.0	labelled_datasets_only
sparkx	scvi	24.4	0.5888038885869363	5	28.0	labelled_datasets_only
spatialde	cellcharter	11.8	0.697769148128682	5	8.0	labelled_datasets_only
spatialde	scvi	15.2	0.6238089394084215	5	19.0	labelled_datasets_only
statistic_mean	cellcharter	22.0	0.6827388938306487	5	27.0	labelled_datasets_only
statistic_mean	scvi	24.8	0.573926633830589	5	29.0	labelled_datasets_only
statistic_variance	cellcharter	19.0	0.6870032146790177	5	23.0	labelled_datasets_only
statistic_variance	scvi	21.4	0.5997103274669664	5	26.0	labelled_datasets_only
triku	cellcharter	12.0	0.6979643709167824	5	9.0	labelled_datasets_only
triku	scvi	5.6	0.6850006948968091	5	1.0	labelled_datasets_only
